"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Project can not be updated with invalid token used.","176","[Project][Invalid token] Update.","tests.projects","2026-08-15","passed","2026-08-15","","test_update_project","",""
"Project color can be updated within a specific range of colors","282","[Project] Update. Available color.","tests.projects","2026-08-15","passed","2026-08-15","","test_update_project","",""
"Project fields can be updated","362","[Project] Update. Existing project.","tests.projects","2026-08-15","passed","2026-08-15","","test_update_project","",""
"Task can not be reopened with invalid token used.","1112","[Task][Invalid token] Reopen.","tests.tasks","2026-08-15","passed","2026-08-15","","test_reopen_task","",""
"Existing task can be deleted","831","[Task] Close. Existing task.","tests.tasks","2026-08-15","passed","2026-08-15","","test_close_task","",""
"Project can not be created without required field","130","[Project] Create. Required field missed.","tests.projects","2026-08-15","passed","2026-08-15","","test_create_project","",""
"Task reopening also reopens its ancestor","3491","[Task] Reopen. Task with an ancestor.","tests.tasks","2026-08-15","passed","2026-08-15","","test_reopen_task","",""
"Project can not be created with invalid required field values: """", "" ""","151","[Project] Create. Required field invalid value.","tests.projects","2026-08-15","passed","2026-08-15","","test_create_project","",""
"Existing project should be accessible","227","[Project] Get. Existing project.","tests.projects","2026-08-15","passed","2026-08-15","","test_get_project","",""
"Project color can be updated within a specific range of colors","420","[Project] Update. Available color.","tests.projects","2026-08-15","passed","2026-08-15","","test_update_project","",""
"Project color can be updated within a specific range of colors","310","[Project] Update. Available color.","tests.projects","2026-08-15","passed","2026-08-15","","test_update_project","",""
"Project can not be deleted with invalid token used.","185","[Project][Invalid token] Delete.","tests.projects","2026-08-15","passed","2026-08-15","","test_delete_project","",""
"Existing task can be deleted","892","[Task] Delete. Existing task.","tests.tasks","2026-08-15","passed","2026-08-15","","test_delete_task","",""
"Project can be created with several fields at once","677","[Project] Create. All the fields.","tests.projects","2026-08-15","passed","2026-08-15","","test_create_project","",""
"Deleting not existing project should result in getting error message","197","[Project] Delete. Not existing project.","tests.projects","2026-08-15","passed","2026-08-15","","test_delete_project","",""
"Project color can be updated within a specific range of colors","663","[Project] Update. Available color.","tests.projects","2026-08-15","passed","2026-08-15","","test_update_project","",""
"Project color can be updated within a specific range of colors","309","[Project] Update. Available color.","tests.projects","2026-08-15","passed","2026-08-15","","test_update_project","",""
"At least 1 field should be passed to update the project","185","[Project] Update. Empty request.","tests.projects","2026-08-15","passed","2026-08-15","","test_update_project","",""
"Task can not be updated with invalid token used.","193","[Task][Invalid token] Update.","tests.tasks","2026-08-15","passed","2026-08-15","","test_update_task","",""
"Project color can be updated within a specific range of colors","337","[Project] Update. Available color.","tests.projects","2026-08-15","passed","2026-08-15","","test_update_project","",""
"Project can not be retrieved with unauthorized request.","160","[Project][Unauthorized] Get.","tests.projects","2026-08-15","passed","2026-08-15","","test_get_project","",""
"Project color can be updated within a specific range of colors","345","[Project] Update. Available color.","tests.projects","2026-08-15","passed","2026-08-15","","test_update_project","",""
"Task can be created with 1 required field: task content","521","[Task] Create. Required field only.","tests.tasks","2026-08-15","passed","2026-08-15","","test_create_task","",""
