"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Project color can be updated within a specific range of colors","227","[Project] Update. Available color.","tests.projects","2026-09-19","passed","2026-09-19","","test_update_project","",""
"Task priority can be updated within a specific range of numbers","263","[Task] Update. Priority. Invalid values.","tests.tasks","2026-09-19","passed","2026-09-19","","test_update_task","",""
"Existing task can be retrieved","149","[Task] Get. Existing task.","tests.tasks","2026-09-19","passed","2026-09-19","","test_get_task","",""
"Task can not be updated with invalid token used.","107","[Task][Invalid token] Update.","tests.tasks","2026-09-19","passed","2026-09-19","","test_update_task","",""
"Task description can be updated","346","[Task] Update. Description.","tests.tasks","2026-09-19","passed","2026-09-19","","test_update_task","",""
"Task can not be closed with invalid token used.","134","[Task][Invalid token] Close.","tests.tasks","2026-09-19","passed","2026-09-19","","test_close_task","",""
"Reopening not closed task is correctly handled","292","[Task] Reopen. Not closed task.","tests.tasks","2026-09-19","passed","2026-09-19","","test_reopen_task","",""
"Project color can be updated within a specific range of colors","221","[Project] Update. Available color.","tests.projects","2026-09-19","passed","2026-09-19","","test_update_project","",""
"Project can not be created with invalid token used.","108","[Project][Invalid token] Create.","tests.projects","2026-09-19","passed","2026-09-19","","test_create_project","",""
"Task reopening also reopens its ancestor","2375","[Task] Reopen. Task with an ancestor.","tests.tasks","2026-09-19","passed","2026-09-19","","test_reopen_task","",""
"Project can not be created with unauthorized request.","118","[Project][Unauthorized] Create.","tests.projects","2026-09-19","passed","2026-09-19","","test_create_project","",""
"Project can not be updated with invalid token used.","118","[Project][Invalid token] Update.","tests.projects","2026-09-19","passed","2026-09-19","","test_update_project","",""
"Task can not be created without required field","89","[Task] Create. Required field missed.","tests.tasks","2026-09-19","passed","2026-09-19","","test_create_task","",""
"List of all the projects should be accessible","136","[Project] Get. Full list of projects.","tests.projects","2026-09-19","passed","2026-09-19","","test_get_project","",""
"Project can not be retrieved with invalid token used.","110","[Project][Invalid token] Get.","tests.projects","2026-09-19","passed","2026-09-19","","test_get_project","",""
"Task can not be reopened with unauthorized request.","576","[Task][Unauthorized] Reopen.","tests.tasks","2026-09-19","passed","2026-09-19","","test_reopen_task","",""
"Project color can be updated within a specific range of colors","264","[Project] Update. Available color.","tests.projects","2026-09-19","passed","2026-09-19","","test_update_project","",""
"Task can not be closed with unauthorized request.","94","[Task][Unauthorized] Close.","tests.tasks","2026-09-19","passed","2026-09-19","","test_close_task","",""
"Task can not be retrieved with unauthorized request.","0","[Task][Unauthorized] Get.","tests.tasks","2026-09-19","skipped","2026-09-19","","test_get_task","",""
"Project color can be updated within a specific range of colors","248","[Project] Update. Available color.","tests.projects","2026-09-19","passed","2026-09-19","","test_update_project","",""
"Project can be created with 1 required field: project name","448","[Project] Create. Required field only.","tests.projects","2026-09-19","passed","2026-09-19","","test_create_project","",""
"Existing task can be deleted","506","[Task] Close. Existing task.","tests.tasks","2026-09-19","passed","2026-09-19","","test_close_task","",""
"Project color can be updated within a specific range of colors","220","[Project] Update. Available color.","tests.projects","2026-09-19","passed","2026-09-19","","test_update_project","",""
"Task priority can be updated within a specific range of numbers","293","[Task] Update. Priority. Invalid values.","tests.tasks","2026-09-19","passed","2026-09-19","","test_update_task","",""
"Project color can be updated within a specific range of colors","249","[Project] Update. Available color.","tests.projects","2026-09-19","passed","2026-09-19","","test_update_project","",""
"Project fields can be updated","329","[Project] Update. Existing project.","tests.projects","2026-09-19","passed","2026-09-19","","test_update_project","",""
